apk_name,active_name,raletive_class,raletive_xml
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.MainActivity,android.widget.Button,"<node index=""5"" text=""Formulación Orgánica"" resource-id=""com.enclase.formulacionquimcalite:id/button3"" class=""android.widget.Button"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[26,1246][1054,1372]"" /></node></node></node></node></node></hierarchy>"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.Valencias,android.widget.ImageView,"<node index=""0"" text="""" resource-id=""android:id/home"" class=""android.widget.ImageView"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[32,84][116,168]"" /></node>"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.Valencias,android.widget.TextView,"<node index=""0"" text=""Valencias"" resource-id=""android:id/action_bar_title"" class=""android.widget.TextView"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[127,94][330,157]"" /></node></node></node></node>"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.Valencias,android.widget.ScrollView,"<node index=""0"" text="""" resource-id=""com.enclase.formulacionquimcalite:id/scrollView1"" class=""android.widget.ScrollView"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""true"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,189][1080,1794]"">"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.Valencias,android.widget.TextView,"<node index=""0"" text=""Valencias"" resource-id=""com.enclase.formulacionquimcalite:id/textView1"" class=""android.widget.TextView"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[414,189][665,267]"" />"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.Valencias,android.widget.TextView,"<node index=""1"" text=""&#9;&#9;&#9;&#9;&#9;METALES&#10;&#10;1: Li, Na, K, Rb, Cs, Fr, Ag&#10;&#10;2: Be, Mg, Ca, Sr, Ba, Ra, Zn, Cd&#10;&#10;3: Al&#10;&#10;1-3: Au&#10;&#10;1-2: Cu, Hg&#10;&#10;2-3: Fe, Co, Ni, Cr, Mn&#10;&#10;2-4: Sn, Pb, Pt&#10;&#10;&#10;&#9;&#9;&#9;&#9;&#9;NO METALES&#10;&#10;1: H, F&#10;&#10;2: O&#10;&#10;3: B&#10;&#10;4: Si&#10;&#10;2-4: C&#10;&#10;3-6: Cr&#10;&#10;4-6-7: Mn&#10;&#10;1-3-5: N, P, As, Sb&#10;&#10;2-4-6: S, Se, Te&#10;&#10;1-3-5-7: Cl, Br, I&#10;&#10;"" resource-id=""com.enclase.formulacionquimcalite:id/textView2"" class=""android.widget.TextView"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[214,372][865,1794]"" /></node></node></node></node></node></hierarchy>"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.FormulacionOrganica,android.widget.ImageView,"<node index=""0"" text="""" resource-id=""android:id/home"" class=""android.widget.ImageView"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[32,84][116,168]"" /></node>"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.FormulacionOrganica,android.widget.TextView,"<node index=""0"" text=""Formulación Orgánica"" resource-id=""android:id/action_bar_title"" class=""android.widget.TextView"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[127,94][589,157]"" /></node></node>"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.FormulacionOrganica,android.widget.TextView,"<node index=""0"" text="""" resource-id=""com.enclase.formulacionquimcalite:id/quimicaOrganica"" class=""android.widget.TextView"" package=""com.enclase.formulacionquimcalite"" content-desc=""Química Orgánica"" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[933,63][1080,189]"" /></node></node></node>"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.FormulacionOrganica,android.widget.TextView,"<node index=""0"" text=""Formulación Orgánica"" resource-id=""com.enclase.formulacionquimcalite:id/f1"" class=""android.widget.TextView"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,189][1080,295]"" />"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.FormulacionOrganica,android.widget.TextView,"<node index=""1"" text=""&#10;Para poder disfrutar de todos estos contenidos descargue la Versión Completa haciendo click en el siguiente botón:&#10;"" resource-id=""com.enclase.formulacionquimcalite:id/textView1"" class=""android.widget.TextView"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,295][1080,477]"" />"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.FormulacionOrganica,android.widget.Button,"<node index=""2"" text=""Obtener Versión Completa"" resource-id=""com.enclase.formulacionquimcalite:id/button1"" class=""android.widget.Button"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,477][1080,603]"" />"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.FormulacionOrganica,android.widget.ListView,"<node index=""0"" text="""" resource-id=""android:id/list"" class=""android.widget.ListView"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""true"" focused=""true"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,603][1080,1794]"">"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.FormulacionOrganica,android.widget.TextView,"<node index=""0"" text=""Hidrocarburos Saturados"" resource-id=""com.enclase.formulacionquimcalite:id/listText"" class=""android.widget.TextView"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,603][1080,734]"" /></node>"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.FormulacionOrganica,android.widget.TextView,"<node index=""0"" text=""Hidrocarburos Insaturados"" resource-id=""com.enclase.formulacionquimcalite:id/listText"" class=""android.widget.TextView"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,736][1080,867]"" /></node>"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.FormulacionOrganica,android.widget.TextView,"<node index=""0"" text=""Hidrocarburos de Cadena Cerrada"" resource-id=""com.enclase.formulacionquimcalite:id/listText"" class=""android.widget.TextView"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,869][1080,1000]"" /></node>"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.FormulacionOrganica,android.widget.TextView,"<node index=""0"" text=""Derivados Halogenados"" resource-id=""com.enclase.formulacionquimcalite:id/listText"" class=""android.widget.TextView"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,1002][1080,1133]"" /></node>"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.FormulacionOrganica,android.widget.TextView,"<node index=""0"" text=""Compuestos Oxigenados"" resource-id=""com.enclase.formulacionquimcalite:id/listText"" class=""android.widget.TextView"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,1135][1080,1266]"" /></node>"
com.enclase.formulacionquimcalite,com.enclase.formulacionquimcalite.FormulacionOrganica,android.widget.TextView,"<node index=""0"" text=""Compuestos Nitrogenados"" resource-id=""com.enclase.formulacionquimcalite:id/listText"" class=""android.widget.TextView"" package=""com.enclase.formulacionquimcalite"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,1268][1080,1399]"" /></node></node></node></node></node></node></node></hierarchy>"
jp.mapp.zescape3,jp.mapp.zescape3.ZEscape3,android.view.View,"<node index=""0"" text="""" resource-id="""" class=""android.view.View"" package=""jp.mapp.zescape3"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""true"" focused=""true"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,0][1794,1080]"" />"
com.clinicaloptions.android.inpractice.oncology,com.clinicaloptions.inpractice.activities.SplashActivity,android.widget.ImageView,"<node index=""0"" text="""" resource-id=""com.clinicaloptions.android.inpractice.oncology:id/imageView1"" class=""android.widget.ImageView"" package=""com.clinicaloptions.android.inpractice.oncology"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[249,116][830,221]"" />"
com.clinicaloptions.android.inpractice.oncology,com.clinicaloptions.inpractice.activities.SplashActivity,android.widget.EditText,"<node index=""2"" text=""Password"" resource-id=""com.clinicaloptions.android.inpractice.oncology:id/passwordEdit"" class=""android.widget.EditText"" package=""com.clinicaloptions.android.inpractice.oncology"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""true"" password=""true"" selected=""false"" bounds=""[225,609][855,682]"" />"
com.clinicaloptions.android.inpractice.oncology,com.clinicaloptions.inpractice.activities.SplashActivity,android.widget.TextView,"<node index=""0"" text=""Forgot"" resource-id="""" class=""android.widget.TextView"" package=""com.clinicaloptions.android.inpractice.oncology"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[225,713][333,764]"" />"
com.clinicaloptions.android.inpractice.oncology,com.clinicaloptions.inpractice.activities.SplashActivity,android.widget.TextView,"<node index=""5"" text=""The inPractice app allows subscribers of the inPractice web site to access inPractice content on their mobile devices. Log in to browse and search specialty information, guidelines, decision tools, drug information, and more."" resource-id=""com.clinicaloptions.android.inpractice.oncology:id/textView2"" class=""android.widget.TextView"" package=""com.clinicaloptions.android.inpractice.oncology"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[26,952][1054,1132]"" />"
com.clinicaloptions.android.inpractice.oncology,com.clinicaloptions.inpractice.activities.SplashActivity,android.widget.TextView,"<node index=""7"" text=""About"" resource-id=""com.clinicaloptions.android.inpractice.oncology:id/aboutText"" class=""android.widget.TextView"" package=""com.clinicaloptions.android.inpractice.oncology"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[463,1538][616,1641]"" />"
com.clinicaloptions.android.inpractice.oncology,com.clinicaloptions.inpractice.activities.SplashActivity,android.widget.ImageView,"<node index=""8"" text="""" resource-id=""com.clinicaloptions.android.inpractice.oncology:id/imageView2"" class=""android.widget.ImageView"" package=""com.clinicaloptions.android.inpractice.oncology"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[363,1673][717,1762]"" /></node></node></node></node></node></node></node></hierarchy>"
com.clinicaloptions.android.inpractice.oncology,com.clinicaloptions.inpractice.activities.LoginActivity,android.widget.ImageView,"<node index=""0"" text="""" resource-id=""com.clinicaloptions.android.inpractice.oncology:id/imageView1"" class=""android.widget.ImageView"" package=""com.clinicaloptions.android.inpractice.oncology"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[249,116][830,221]"" />"
com.clinicaloptions.android.inpractice.oncology,com.clinicaloptions.inpractice.activities.LoginActivity,android.widget.EditText,"<node index=""2"" text=""Password"" resource-id=""com.clinicaloptions.android.inpractice.oncology:id/passwordEdit"" class=""android.widget.EditText"" package=""com.clinicaloptions.android.inpractice.oncology"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""true"" password=""true"" selected=""false"" bounds=""[225,609][855,682]"" />"
com.clinicaloptions.android.inpractice.oncology,com.clinicaloptions.inpractice.activities.LoginActivity,android.widget.TextView,"<node index=""0"" text=""Forgot"" resource-id="""" class=""android.widget.TextView"" package=""com.clinicaloptions.android.inpractice.oncology"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[225,713][333,764]"" />"
com.clinicaloptions.android.inpractice.oncology,com.clinicaloptions.inpractice.activities.LoginActivity,android.widget.TextView,"<node index=""5"" text=""The inPractice app allows subscribers of the inPractice web site to access inPractice content on their mobile devices. Log in to browse and search specialty information, guidelines, decision tools, drug information, and more."" resource-id=""com.clinicaloptions.android.inpractice.oncology:id/textView2"" class=""android.widget.TextView"" package=""com.clinicaloptions.android.inpractice.oncology"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[26,952][1054,1132]"" />"
com.clinicaloptions.android.inpractice.oncology,com.clinicaloptions.inpractice.activities.LoginActivity,android.widget.TextView,"<node index=""7"" text=""About"" resource-id=""com.clinicaloptions.android.inpractice.oncology:id/aboutText"" class=""android.widget.TextView"" package=""com.clinicaloptions.android.inpractice.oncology"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[463,1538][616,1641]"" />"
com.clinicaloptions.android.inpractice.oncology,com.clinicaloptions.inpractice.activities.LoginActivity,android.widget.ImageView,"<node index=""8"" text="""" resource-id=""com.clinicaloptions.android.inpractice.oncology:id/imageView2"" class=""android.widget.ImageView"" package=""com.clinicaloptions.android.inpractice.oncology"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[363,1673][717,1762]"" /></node></node></node></node></node></node></node></hierarchy>"
com.lpportal.lpmagazine,com.lpportal.lpmagazine.SplashScreen,android.widget.TextView,"<node index=""0"" text=""Google Play services"" resource-id=""android:id/alertTitle"" class=""android.widget.TextView"" package=""com.lpportal.lpmagazine"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[127,659][957,753]"" /></node>"
com.lpportal.lpmagazine,com.lpportal.lpmagazine.SplashScreen,android.widget.ImageView,"<node index=""1"" text="""" resource-id=""android:id/titleDivider"" class=""android.widget.ImageView"" package=""com.lpportal.lpmagazine"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[101,777][983,780]"" /></node>"
com.lpportal.lpmagazine,com.lpportal.lpmagazine.SplashScreen,android.widget.ScrollView,"<node index=""0"" text="""" resource-id=""android:id/scrollView"" class=""android.widget.ScrollView"" package=""com.lpportal.lpmagazine"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[101,780][983,1071]"">"
com.lpportal.lpmagazine,com.lpportal.lpmagazine.SplashScreen,android.widget.TextView,"<node index=""0"" text=""Google Play services, which some of your applications rely on, is not supported by your device. Please contact the manufacturer for assistance."" resource-id=""android:id/message"" class=""android.widget.TextView"" package=""com.lpportal.lpmagazine"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[138,785][957,1039]"" /></node></node>"
com.lpportal.lpmagazine,com.lpportal.lpmagazine.SplashScreen,android.widget.Button,"<node index=""2"" text=""OK"" resource-id=""android:id/button1"" class=""android.widget.Button"" package=""com.lpportal.lpmagazine"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[324,1082][760,1208]"" /></node></node></node></node></node></node></hierarchy>"
com.ideanetsetterrechargeplans,com.ideanetsetterrechargeplans.app.FirstScreenActivity,android.widget.TextView,"<node index=""0"" text=""Idea Netsetter Recharge Plans"" resource-id="""" class=""android.widget.TextView"" package=""com.ideanetsetterrechargeplans.app"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,90][1080,153]"" />"
com.ideanetsetterrechargeplans,com.ideanetsetterrechargeplans.app.FirstScreenActivity,android.widget.ImageView,"<node index=""1"" text="""" resource-id=""com.ideanetsetterrechargeplans.app:id/sharebtn"" class=""android.widget.ImageView"" package=""com.ideanetsetterrechargeplans.app"" content-desc=""Idea Netsetter Recharge Plans"" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[946,76][1067,168]"" /></node>"
com.ideanetsetterrechargeplans,com.ideanetsetterrechargeplans.app.FirstScreenActivity,android.widget.ImageButton,"<node index=""0"" text="""" resource-id=""com.ideanetsetterrechargeplans.app:id/btnStart"" class=""android.widget.ImageButton"" package=""com.ideanetsetterrechargeplans.app"" content-desc=""Idea Netsetter Recharge Plans"" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[285,859][794,998]"" /></node>"
com.ideanetsetterrechargeplans,com.ideanetsetterrechargeplans.app.SecondScreenActivity,android.widget.TextView,"<node index=""0"" text=""Idea Netsetter Recharge Plans"" resource-id="""" class=""android.widget.TextView"" package=""com.ideanetsetterrechargeplans.app"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,90][1080,153]"" />"
com.ideanetsetterrechargeplans,com.ideanetsetterrechargeplans.app.SecondScreenActivity,android.widget.ImageView,"<node index=""1"" text="""" resource-id=""com.ideanetsetterrechargeplans.app:id/sharebtn"" class=""android.widget.ImageView"" package=""com.ideanetsetterrechargeplans.app"" content-desc=""Idea Netsetter Recharge Plans"" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[946,76][1067,168]"" /></node>"
com.ideanetsetterrechargeplans,com.ideanetsetterrechargeplans.app.SecondScreenActivity,android.widget.TextView,"<node index=""0"" text=""Select circle"" resource-id="""" class=""android.widget.TextView"" package=""com.ideanetsetterrechargeplans.app"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[42,302][1038,373]"" />"
com.ideanetsetterrechargeplans,com.ideanetsetterrechargeplans.app.SecondScreenActivity,android.widget.Spinner,"<node index=""1"" text="""" resource-id=""com.ideanetsetterrechargeplans.app:id/spnCircle"" class=""android.widget.Spinner"" package=""com.ideanetsetterrechargeplans.app"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""true"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[42,373][1038,457]"">"
com.ideanetsetterrechargeplans,com.ideanetsetterrechargeplans.app.SecondScreenActivity,android.widget.TextView,"<node index=""0"" text=""Andhra Pradesh"" resource-id="""" class=""android.widget.TextView"" package=""com.ideanetsetterrechargeplans.app"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[55,386][1025,443]"" /></node>"
com.ideanetsetterrechargeplans,com.ideanetsetterrechargeplans.app.SecondScreenActivity,android.widget.TextView,"<node index=""2"" text=""Amount"" resource-id="""" class=""android.widget.TextView"" package=""com.ideanetsetterrechargeplans.app"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[42,499][1038,570]"" />"
com.ideanetsetterrechargeplans,com.ideanetsetterrechargeplans.app.SecondScreenActivity,android.widget.Spinner,"<node index=""3"" text="""" resource-id=""com.ideanetsetterrechargeplans.app:id/spnAmount"" class=""android.widget.Spinner"" package=""com.ideanetsetterrechargeplans.app"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""true"" long-clickable=""true"" password=""false"" selected=""false"" bounds=""[42,570][1038,654]"">"
com.ideanetsetterrechargeplans,com.ideanetsetterrechargeplans.app.SecondScreenActivity,android.widget.TextView,"<node index=""0"" text=""1499"" resource-id="""" class=""android.widget.TextView"" package=""com.ideanetsetterrechargeplans.app"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[55,583][1025,640]"" /></node>"
com.ideanetsetterrechargeplans,com.ideanetsetterrechargeplans.app.SecondScreenActivity,android.widget.ImageButton,"<node index=""4"" text="""" resource-id=""com.ideanetsetterrechargeplans.app:id/btnGo"" class=""android.widget.ImageButton"" package=""com.ideanetsetterrechargeplans.app"" content-desc=""Idea Netsetter Recharge Plans"" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""true"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[285,733][794,872]"" />"
com.ideanetsetterrechargeplans,com.ideanetsetterrechargeplans.app.SecondScreenActivity,android.widget.TextView,"<node index=""5"" text=""Disclaimer"" resource-id=""com.ideanetsetterrechargeplans.app:id/txtDisclaimer"" class=""android.widget.TextView"" package=""com.ideanetsetterrechargeplans.app"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[42,911][1038,962]"" /></node>"
com.ideanetsetterrechargeplans,com.ideanetsetterrechargeplans.app.ThirdScreenActivity,android.widget.TextView,"<node index=""0"" text=""Idea Netsetter Recharge Plans"" resource-id="""" class=""android.widget.TextView"" package=""com.ideanetsetterrechargeplans.app"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,90][1080,153]"" />"
com.ideanetsetterrechargeplans,com.ideanetsetterrechargeplans.app.ThirdScreenActivity,android.widget.ImageView,"<node index=""1"" text="""" resource-id=""com.ideanetsetterrechargeplans.app:id/sharebtn"" class=""android.widget.ImageView"" package=""com.ideanetsetterrechargeplans.app"" content-desc=""Idea Netsetter Recharge Plans"" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[946,76][1067,168]"" /></node>"
com.ideanetsetterrechargeplans,com.ideanetsetterrechargeplans.app.ThirdScreenActivity,android.widget.TextView,"<node index=""0"" text=""Disclaimer"" resource-id=""com.ideanetsetterrechargeplans.app:id/txtDisclaimer"" class=""android.widget.TextView"" package=""com.ideanetsetterrechargeplans.app"" content-desc="""" checkable=""false"" checked=""false"" clickable=""true"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,220][1080,271]"" />"
com.ideanetsetterrechargeplans,com.ideanetsetterrechargeplans.app.ThirdScreenActivity,android.widget.TextView,"<node index=""1"" text=""There are currently no recharge plan"" resource-id=""com.ideanetsetterrechargeplans.app:id/txtEmpty"" class=""android.widget.TextView"" package=""com.ideanetsetterrechargeplans.app"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[0,271][1080,401]"" /></node>"
com.shivashivam.photoeditorlab,com.shivashivam.photoeditorlab.mainmenu.erase.EraseScreen,android.widget.ImageView,"<node index=""0"" text="""" resource-id=""android:id/home"" class=""android.widget.ImageView"" package=""com.shivashivam.photoeditorlab"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[32,84][116,168]"" /></node>"
com.shivashivam.photoeditorlab,com.shivashivam.photoeditorlab.mainmenu.erase.EraseScreen,android.widget.TextView,"<node index=""0"" text=""Photo Editor Lab"" resource-id=""android:id/action_bar_title"" class=""android.widget.TextView"" package=""com.shivashivam.photoeditorlab"" content-desc="""" checkable=""false"" checked=""false"" clickable=""false"" enabled=""true"" focusable=""false"" focused=""false"" scrollable=""false"" long-clickable=""false"" password=""false"" selected=""false"" bounds=""[127,94][474,157]"" /></node></node></node></node>"
